rid,singer,title,clean_title,occurrences,appeared
325704674,金润吉,牵手 (live合唱版),牵手,0,0
6507725,金润吉,Love Love,Love Love,20,1
434775031,金润吉,我曾用心爱着你 (DJ九零版),我曾用心爱着你 (DJ九零版),0,0
333002582,金润吉,再回首 (Live合唱版),再回首,14,1
37925332,金润吉,一次就好,一次就好,3,1
206964138,唐伯虎Annie,西厢寻他,西厢寻他,0,0
355251349,唐伯虎Annie,落 (花开花落日升日没),落 (花开花落日升日没),0,0
157042638,唐伯虎Annie,伯虎说 (feat.唐伯虎Annie),伯虎说 (feat.唐伯虎Annie),0,0
515399033,唐伯虎Annie,游京 (妮蔻进行曲),游京 (妮蔻进行曲),0,0
149452597,唐伯虎Annie,青丝,青丝,4,1
40767219,唐伯虎Annie,有些爱情放不下,有些爱情放不下,0,0
159222376,唐伯虎Annie,伯虎说 (feat.唐伯虎Annie) (无鼠来宝版),伯虎说 (feat.唐伯虎Annie) (无鼠来宝版),0,0
355251278,唐伯虎Annie,落 (DJ德朋版),落 (DJ德朋版),0,0
576764295,唐伯虎Annie,西厢寻他 (饮下我一干二净的牵挂),西厢寻他 (饮下我一干二净的牵挂),0,0
157560354,唐伯虎Annie,伯虎说 (feat.唐伯虎Annie) (DJ阳少版),伯虎说 (feat.唐伯虎Annie) (DJ阳少版),0,0
453449249,唐伯虎Annie,游京 (国潮版),游京 (国潮版),0,0
548228875,唐伯虎Annie,游京 (敲水管DJ版),游京 (敲水管DJ版),0,0
452468510,唐伯虎Annie,长安姑娘 (红尘来去散无痕),长安姑娘 (红尘来去散无痕),0,0
453456895,唐伯虎Annie,长安姑娘 (封神版),长安姑娘 (封神版),1,1
493205491,唐伯虎Annie,伯虎说 (伯虎摇),伯虎说 (伯虎摇),0,0
489898801,唐伯虎Annie,伯虎说 (DJ版),伯虎说 (DJ版),0,0
56554906,唐伯虎Annie,你离开后的天空,你离开后的天空,0,0
379953433,唐伯虎Annie,弱水三千 (DJ细霖版),弱水三千 (DJ细霖版),0,0
521312959,唐伯虎Annie,难解,难解,4,1
500606503,唐伯虎Annie,莫问天涯 (莫问天涯也莫问归期),莫问天涯 (莫问天涯也莫问归期),0,0
530605988,唐伯虎Annie,西厢寻他 (竹林外的酒家),西厢寻他 (竹林外的酒家),0,0
310675319,唐伯虎Annie,弱水三千,弱水三千,5,1
498271700,唐伯虎Annie,莫问归期,莫问归期,4,1
355251301,唐伯虎Annie,落 (DJ德朋X0.9降调版),落 (DJ德朋X0.9降调版),0,0
516627948,唐伯虎Annie,游京 (DJ版),游京 (DJ版),1,1
15249349,杨宗纬,凉凉,凉凉,6,1
377413145,杨宗纬,若月亮没来 (Live),若月亮没来,0,0
3287563,杨宗纬,其实都没有,其实都没有,3,1
368698595,杨宗纬,我会好好的 (Live),我会好好的,2,1
6663095,杨宗纬,一次就好,一次就好,2,1
257440144,杨宗纬,一次就好,一次就好,2,1
23542570,杨宗纬,洋葱,洋葱,2,1
311793321,杨宗纬,小满足,小满足,0,0
6568547,杨宗纬,红尘来去一场梦 (Live),红尘来去一场梦,0,0
374640693,杨宗纬,听说你 (Live),听说你,5,1
407740961,杨宗纬,我们好像在哪见过,我们好像在哪见过,5,1
614114236,杨宗纬,阴天 (Live),阴天,3,1
3241195,杨宗纬,空白格 (Live),空白格,3,1
23665176,杨宗纬,凉凉 (Live),凉凉,6,1
22805822,杨宗纬,这一路走来,这一路走来,8,1
6441966,杨宗纬,我变了 我没变,我变了 我没变,0,0
365197400,杨宗纬,他不懂 (Live),他不懂,20,1
26445014,杨宗纬,越过山丘,越过山丘,3,1
1080692,杨宗纬,那个男人,那个男人,5,1
3296298,杨宗纬,初爱,初爱,4,1
293084031,杨宗纬,千金散尽,千金散尽,1,1
51571022,杨宗纬,空白格 (《一生一世》电影片尾曲),空白格 (《一生一世》电影片尾曲),0,0
523504803,杨宗纬,凉凉,凉凉,6,1
216877,萧亚轩,最熟悉的陌生人,最熟悉的陌生人,3,1
221681,萧亚轩,表白,表白,16,1
163050916,萧亚轩,遗失的心跳,遗失的心跳,1,1
3208050,萧亚轩,遗失的心跳,遗失的心跳,1,1
679685,萧亚轩,突然想起你,突然想起你,0,0
76061,萧亚轩,爱的主打歌,爱的主打歌,4,1
389413,萧亚轩,类似爱情,类似爱情,4,1
684062,萧亚轩,一个人的精彩,一个人的精彩,0,0
3975777,萧亚轩,最熟悉的陌生人,最熟悉的陌生人,3,1
170769,萧亚轩,最熟悉的陌生人,最熟悉的陌生人,3,1
865820,萧亚轩,错的人,错的人,4,1
170770,萧亚轩,爱的主打歌,爱的主打歌,4,1
3208067,萧亚轩,放爱情一个假,放爱情一个假,7,1
76065,萧亚轩,他和她的故事,他和她的故事,0,0
1040644,萧亚轩,吻,吻,6,1
221685,萧亚轩,然后,然后,20,1
170766,萧亚轩,一个人的精彩,一个人的精彩,0,0
1044605,萧亚轩,潇洒小姐,潇洒小姐,5,1
45841271,萧亚轩,Cappuccino,Cappuccino,8,1
237952,萧亚轩,爱的主打歌,爱的主打歌,4,1
3208061,萧亚轩,类似爱情,类似爱情,4,1
221684,萧亚轩,后来的我们,后来的我们,8,1
96919747,萧亚轩,突然想起你 (MTV版),突然想起你 (MTV版),0,0
598386,萧亚轩,闪闪惹人爱,闪闪惹人爱,20,1
170755,萧亚轩,他和她的故事,他和她的故事,0,0
1026357,林忆莲,至少还有你,至少还有你,3,1
327537,林忆莲,为你我受冷风吹,为你我受冷风吹,3,1
6682526,林忆莲,至少还有你,至少还有你,3,1
165398,林忆莲,至少还有你 (Sentimental Version),至少还有你 (Sentimental Version),0,0
327535,林忆莲,伤痕,伤痕,3,1
138018,林忆莲,词不达意,词不达意,4,1
228868,林忆莲,当爱已成往事,当爱已成往事,0,0
327577,林忆莲,爱上一个不回家的人,爱上一个不回家的人,4,1
27786821,林忆莲,至少还有你,至少还有你,3,1
95862,林忆莲,当爱已成往事,当爱已成往事,0,0
4643940,林忆莲,为你我受冷风吹,为你我受冷风吹,3,1
120489,林忆莲,灰色,灰色,7,1
330942553,林忆莲,归零,归零,2,1
51419756,林忆莲,失踪,失踪,0,0
327536,林忆莲,听说爱情回来过,听说爱情回来过,0,0
5079692,林忆莲,为你我受冷风吹 (Live in Hong Kong/2011),为你我受冷风吹,3,1
165285,林忆莲,为你我受冷风吹,为你我受冷风吹,3,1
38610866,林忆莲,不必在乎我是谁,不必在乎我是谁,0,0
1028090,林忆莲,伤痕,伤痕,3,1
410465994,林忆莲,至少还有你 (40赫兹伽马公益版),至少还有你 (40赫兹伽马公益版),0,0
45825567,林忆莲,至少还有你,至少还有你,3,1
57532,林忆莲,听说爱情回来过,听说爱情回来过,0,0
51573365,林忆莲,远走高飞,远走高飞,2,1
225023306,林忆莲,当爱已成往事,当爱已成往事,0,0
16854414,林忆莲,不必在乎我是谁 (Live),不必在乎我是谁,0,0
29530546,李宗盛,鬼迷心窍,鬼迷心窍,0,0
3415087,李宗盛,山丘,山丘,7,1
338261,李宗盛,凡人歌 (Live),凡人歌,0,0
12804012,李宗盛,不必在乎我是谁 (Live),不必在乎我是谁,0,0
29178261,李宗盛,凡人歌,凡人歌,0,0
7121445,李宗盛,鬼迷心窍,鬼迷心窍,0,0
3142540,李宗盛,爱的代价,爱的代价,3,1
1025952,李宗盛,我终于失去了你 (Live),我终于失去了你,12,1
51497920,李宗盛,读你,读你,13,1
12804011,李宗盛,飘洋过海来看你 (Live),飘洋过海来看你,0,0
1164385,李宗盛,凡人歌,凡人歌,0,0
22852832,李宗盛,凡人歌,凡人歌,0,0
701435,李宗盛,给自己的歌,给自己的歌,0,0
12803990,李宗盛,鬼迷心窍 (Live),鬼迷心窍,0,0
29178250,李宗盛,鬼迷心窍,鬼迷心窍,0,0
29315289,李宗盛,凡人歌,凡人歌,0,0
12804015,李宗盛,晚婚 (Live),晚婚,2,1
224354486,李宗盛,鬼迷心窍,鬼迷心窍,0,0
989133,李宗盛,领悟 (Live),领悟,9,1
1090120,李宗盛,鬼迷心窍,鬼迷心窍,0,0
153883,谢霆锋,谢谢你的爱1999,谢谢你的爱1999,0,0
153836,谢霆锋,因为爱所以爱,因为爱所以爱,7,1
153738,谢霆锋,黄种人,黄种人,4,1
322319,谢霆锋,活着Viva,活着Viva,0,0
452688671,谢霆锋,逆行,逆行,2,1
3924399,谢霆锋,只要为你活一天,只要为你活一天,0,0
322322,谢霆锋,游乐场,游乐场,0,0
4239772,谢霆锋,要我怎么忘了他,要我怎么忘了他,4,1
520326,谢霆锋,因为爱所以爱,因为爱所以爱,7,1
153824,谢霆锋,谢谢你的爱1999,谢谢你的爱1999,0,0
480801551,谢霆锋,香水,香水,6,1
217136,谢霆锋,玉蝴蝶,玉蝴蝶,3,1
153918,谢霆锋,爱后余生,爱后余生,0,0
207549260,谢霆锋,我们这里还有鱼,我们这里还有鱼,2,1
88135720,谢霆锋,因为爱所以爱 (单曲),因为爱所以爱 (单曲),0,0
322330,谢霆锋,一击即中,一击即中,2,1
322343,谢霆锋,香水,香水,6,1
153924,谢霆锋,不要说谎,不要说谎,8,1
6959363,谢霆锋,谢谢你的爱1999,谢谢你的爱1999,0,0
520299,谢霆锋,281公里,281公里,6,1
113646,谢霆锋,无声仿有声,无声仿有声,3,1
322334,谢霆锋,罪人,罪人,3,1
153933,谢霆锋,非走不可,非走不可,0,0
97041203,谢霆锋,平凡之路,平凡之路,0,0
96832,阿杜,撕夜,撕夜,0,0
353537,阿杜,撕夜,撕夜,0,0
353543,阿杜,下雨的时候会想你,下雨的时候会想你,0,0
57136,阿杜,Andy,Andy,4,1
1028308,阿杜,他一定很爱你,他一定很爱你,6,1
96822,阿杜,离别,离别,6,1
1028311,阿杜,离别,离别,6,1
9880300,阿杜,天黑 (Live),天黑,3,1
1028309,阿杜,天天看到你,天天看到你,6,1
238200,阿杜,坚持到底,坚持到底,7,1
1076202,阿杜,他一定很爱你,他一定很爱你,6,1
22828285,阿杜,撕夜,撕夜,0,0
313052,阿杜,天黑,天黑,5,1
96820,阿杜,Andy,Andy,4,1
142534,阿杜,坚持到底,坚持到底,7,1
1027382,阿杜,天天看到你,天天看到你,6,1
1027381,阿杜,撕夜,撕夜,0,0
142531,阿杜,离别,离别,6,1
217575,阿杜,他一定很爱你,他一定很爱你,6,1
23547401,阿杜,Andy (前半 Live),Andy,1,1
534845023,阿杜,越陷越深 (Live),越陷越深,6,1
96831,阿杜,坚持到底,坚持到底,7,1
142543,阿杜,你就像个小孩,你就像个小孩,3,1
316733,阿杜,无法阻挡,无法阻挡,6,1
217577,阿杜,天天看到你,天天看到你,6,1
142801,陈百强,偏偏喜欢你,偏偏喜欢你,4,1
994996,陈百强,一生何求,一生何求,9,1
90862,陈百强,一生何求,一生何求,8,1
9564949,陈百强,一生何求-,一生何求-,9,1
321856155,陈百强,偏偏喜欢你 (3D环绕版),偏偏喜欢你 (3D环绕版),0,0
4205604,陈百强,一生不变,一生不变,3,1
87326,陈百强,偏偏喜欢你,偏偏喜欢你,4,1
56127798,陈百强,偏偏喜欢你,偏偏喜欢你,4,1
55319535,陈百强,念亲恩,念亲恩,0,0
87327,陈百强,今宵多珍重,今宵多珍重,0,0
142806,陈百强,不,不,25,1
309957278,陈百强,偏偏喜欢你,偏偏喜欢你,4,1
1121422,陈百强,一生何求,一生何求,8,1
87336,陈百强,念亲恩,念亲恩,0,0
11047298,陈百强,偏偏喜欢你,偏偏喜欢你,4,1
2791008,陈百强,偏偏喜欢你,偏偏喜欢你,4,1
217893,陈百强,偏偏喜欢你,偏偏喜欢你,4,1
1038124,陈百强,偏偏喜欢你,偏偏喜欢你,4,1
2791242,陈百强,涟漪,涟漪,1,1
6760532,陈百强,一生何求,一生何求,9,1
217920,陈百强,等,等,1,1
22816217,陈百强,今宵多珍重,今宵多珍重,0,0
28733755,陈百强,烟雨凄迷,烟雨凄迷,2,1
2791131,陈百强,相思河畔,相思河畔,0,0
142890,陈百强,孤寂,孤寂,0,0
481552,韩宝仪,粉红色的回忆,粉红色的回忆,0,0
481565,韩宝仪,无奈的思绪,无奈的思绪,8,1
558644,韩宝仪,往事只能回味,往事只能回味,2,1
267291,韩宝仪,舞女,舞女,3,1
1250134,韩宝仪,舞女泪,舞女泪,0,0
23543636,韩宝仪,舞女泪,舞女泪,0,0
234993,韩宝仪,舞女泪,舞女泪,0,0
267533,韩宝仪,你潇洒我漂亮,你潇洒我漂亮,0,0
831152,韩宝仪,萍聚,萍聚,0,0
321846236,韩宝仪,抹去泪水,抹去泪水,0,0
270927,韩宝仪,一去不回头,一去不回头,2,1
270791,韩宝仪,抹去泪水,抹去泪水,0,0
1250158,韩宝仪,痴情的爱,痴情的爱,0,0
1119657,韩宝仪,错误的爱,错误的爱,1,1
234992,韩宝仪,无奈的思绪,无奈的思绪,10,1
2098665,韩宝仪,往事只能回味,往事只能回味,2,1
269235632,韩宝仪,你怎么说,你怎么说,3,1
4841383,韩宝仪,无言的温柔,无言的温柔,3,1
23543634,韩宝仪,抹去泪水,抹去泪水,0,0
282785,韩宝仪,舞女,舞女,3,1
23349912,韩宝仪,痴情的爱,痴情的爱,0,0
1250135,韩宝仪,你潇洒我漂亮,你潇洒我漂亮,0,0
91169066,韩宝仪,粉红色的回忆,粉红色的回忆,0,0
28707762,韩宝仪,除了你,除了你,6,1
91345555,韩宝仪,无言的温柔,无言的温柔,4,1
581316044,Grimmmz,老己进行曲（氛围鼓点版）,老己进行曲（氛围鼓点版）,0,0
453732946,Grimmmz,拼好歌 (拼好饭) (2024合集版),拼好歌 (拼好饭) (2024合集版),0,0
570384574,Grimmmz,蹦迪进行曲 (动感嗨曲),蹦迪进行曲 (动感嗨曲),0,0
537149404,Grimmmz,FreeLucky  go girl（北纬67度以北的雪）,FreeLucky  go girl（北纬67度以北的雪）,0,0
581316230,Grimmmz,五月的天刚诞生的夏天（破碎鼓点版）,五月的天刚诞生的夏天（破碎鼓点版）,0,0
581315841,Grimmmz,就这样莫名其妙的爱上你（DJ氛围版）,就这样莫名其妙的爱上你（DJ氛围版）,0,0
562237024,Grimmmz,NEXT 电音 (破碎旋律版),NEXT 电音 (破碎旋律版),0,0
581213806,Grimmmz,旧时的爱已经逝去,旧时的爱已经逝去,0,0
584414672,Grimmmz,心似烟火 (氛围律动版),心似烟火 (氛围律动版),0,0
558584520,Grimmmz,蛋糕店里卖蛋糕 (废话语录版),蛋糕店里卖蛋糕 (废话语录版),0,0
621035762,Grimmmz,来杯好茶摇一摇 (DJ来财摇),来杯好茶摇一摇 (DJ来财摇),0,0
557243036,Grimmmz,爱我你就抱抱我(忧郁幻昼版),爱我你就抱抱我(忧郁幻昼版),0,0
570430955,Grimmmz,Fever Pitch (高燃带感),Fever Pitch (高燃带感),0,0
478529838,Grimmmz,We Don't Talk Anymore (地球脉动),We Don't Talk Anymore (地球脉动),0,0
539153502,Grimmmz,REVENGE(燃版Slow),REVENGE(燃版Slow),0,0
596197897,Grimmmz,伯虎说 最炫民族风 国宝特攻 疯狂国宝 (动感进行曲),伯虎说 最炫民族风 国宝特攻 疯狂国宝 (动感进行曲),0,0
566986541,Grimmmz,Versatile (Funk Slowed),Versatile (Funk Slowed),0,0
555368202,Grimmmz,Stay With Me Type Beat (律动版),Stay With Me Type Beat (律动版),0,0
578381363,Grimmmz,passion (带感高燃进行曲),passion (带感高燃进行曲),0,0
563332181,Grimmmz,没有多难 没有遗憾 (DJ动感版),没有多难 没有遗憾 (DJ动感版),0,0
502980,郭静,心墙,心墙,0,0
384997,郭静,爱情讯息,爱情讯息,0,0
385005,郭静,下一个天亮,下一个天亮,6,1
512646204,郭静,爱情讯息 (Live),爱情讯息,0,0
40961060,郭静,下一个天亮,下一个天亮,6,1
3460514,郭静,下一个天亮,下一个天亮,6,1
618182924,郭静,我以为,我以为,3,1
40961020,郭静,心墙,心墙,0,0
502981,郭静,在树上唱歌,在树上唱歌,7,1
1080127,郭静,又是艳阳天,又是艳阳天,6,1
533117902,郭静,好像 (Live),好像,11,1
509984738,郭静,好像,好像,11,1
263015,郭静,你的香气,你的香气,4,1
28738547,郭静,风景旧曾谙,风景旧曾谙,0,0
272002269,郭静,心墙 (40秒DJ版片段),心墙 (40秒DJ版片段),0,0
844355,郭静,每一天都不同,每一天都不同,4,1
262996,郭静,我不想忘记你,我不想忘记你,3,1
83733636,郭静,烦恼歌 (Live),烦恼歌,0,0
89863560,郭静,青春不打烊,青春不打烊,4,1
27786958,郭静,拥抱你的微笑,拥抱你的微笑,6,1
566451124,郭静,半日闲,半日闲,0,0
267698395,郭静,心墙 (Live),心墙,0,0
529320502,郭静,下一个天亮 (2025-2026湖南卫视跨年晚会现场),下一个天亮,4,1
384999,郭静,不药而愈,不药而愈,2,1
1080114,郭静,陪着我的时候想着她,陪着我的时候想着她,6,1
336132931,王宇宙Leto,若月亮没来 (若是月亮还没来),若月亮没来 (若是月亮还没来),0,0
354485711,王宇宙Leto,若月亮没来 (DJ阿卓版),若月亮没来 (DJ阿卓版),0,0
363332596,王宇宙Leto,若月亮没来,若月亮没来,0,0
407923479,王宇宙Leto,城北的花,城北的花,2,1
354133566,王宇宙Leto,若月亮没来 (DJ铁柱版),若月亮没来 (DJ铁柱版),0,0
358994119,王宇宙Leto,若月亮没来 (吉他版),若月亮没来 (吉他版),0,0
364278375,王宇宙Leto,若月亮没来 (治愈版),若月亮没来 (治愈版),0,0
472493468,王宇宙Leto,城北的花 (Live),城北的花,2,1
514386619,王宇宙Leto,病态的爱,病态的爱,2,1
482269372,王宇宙Leto,若月亮没来   天亮以前说再见   不要慌太阳下山有月光 (Live),若月亮没来   天亮以前说再见   不要慌太阳下山有月光,0,0
485829407,王宇宙Leto,雾里,雾里,8,1
411205632,王宇宙Leto,山南的风吹到北 (治愈版),山南的风吹到北 (治愈版),0,0
518698197,王宇宙Leto,檐下花飞过,檐下花飞过,3,1
365394204,王宇宙Leto,那时白云悠悠,那时白云悠悠,4,1
478891763,王宇宙Leto,若月亮没来 (Live),若月亮没来,0,0
373178589,王宇宙Leto,月光摇摇晃,月光摇摇晃,0,0
298667426,王宇宙Leto,不分手的恋爱 (cover: 小鞠) (Demo),不分手的恋爱 (cover: 小鞠),0,0
424016799,王宇宙Leto,晚归的人,晚归的人,3,1
520135524,王宇宙Leto,亲爱的你啊,亲爱的你啊,1,1
379603222,王宇宙Leto,若你是那颗繁星,若你是那颗繁星,0,0
411209673,王宇宙Leto,等风吹过来,等风吹过来,5,1
446327883,王宇宙Leto,只为你着迷,只为你着迷,5,1
505039230,王宇宙Leto,若月亮没来 (2025安徽卫视中秋歌会现场),若月亮没来,0,0
467271991,王宇宙Leto,城北的花 (DJ阿智版),城北的花 (DJ阿智版),0,0
208456,张惠妹,我可以抱你吗,我可以抱你吗,6,1
7134989,张惠妹,不该 (with aMEI),不该 (with aMEI),0,0
64462,张惠妹,听海,听海,4,1
7134345,张惠妹,不该,不该,4,1
1003766,张惠妹,我最亲爱的,我最亲爱的,4,1
281087,张惠妹,如果你也听说,如果你也听说,5,1
63422,张惠妹,趁早,趁早,6,1
7233319,张惠妹,姊妹,姊妹,0,0
202388213,张惠妹,对等关系,对等关系,2,1
36958857,张惠妹,连名带姓,连名带姓,2,1
3343977,张惠妹,我可以抱你吗,我可以抱你吗,6,1
125861,张惠妹,人质,人质,1,1
1179143,张惠妹,Bad Boy,Bad Boy,44,1
280733,张惠妹,听海,听海,5,1
4084242,张惠妹,如果你也听说,如果你也听说,5,1
322641,张惠妹,最爱的人伤我最深,最爱的人伤我最深,0,0
75606,张惠妹,趁早,趁早,6,1
1041724,张惠妹,记得,记得,7,1
28731901,张惠妹,解脱,解脱,5,1
296139,张惠妹,别在伤口洒盐,别在伤口洒盐,0,0
64501,张惠妹,站在高岗上,站在高岗上,4,1
292422,张惠妹,最爱的人伤我最深,最爱的人伤我最深,0,0
839418,张惠妹,哭砂,哭砂,0,0
982447,张惠妹,哭砂,哭砂,0,0
225319341,张惠妹,相亲相爱,相亲相爱,0,0
165018,李翊君,雨蝶,雨蝶,0,0
324107,李翊君,诺言,诺言,1,1
59585,李翊君,雨蝶,雨蝶,0,0
511284,李翊君,风中的承诺,风中的承诺,0,0
2801777,李翊君,诺言,诺言,1,1
90154,李翊君,萍聚,萍聚,0,0
5043544,李翊君,永远永远,永远永远,15,1
836471,李翊君,雨蝶,雨蝶,0,0
2801784,李翊君,萍聚,萍聚,0,0
78213,李翊君,七情六欲,七情六欲,6,1
40960715,李翊君,风中的承诺,风中的承诺,0,0
449637,李翊君,风中的承诺,风中的承诺,0,0
239806,李翊君,痛,痛,8,1
6187877,李翊君,雨蝶,雨蝶,0,0
383553865,李翊君,诺言,诺言,1,1
40975893,李翊君,多情人都把灵魂给了谁,多情人都把灵魂给了谁,2,1
90167,李翊君,风中的承诺,风中的承诺,0,0
123341,李翊君,漂洋过海来看你,漂洋过海来看你,0,0
2809194,李翊君,多情人都把灵魂给了谁,多情人都把灵魂给了谁,2,1
324126,李翊君,雨蝶,雨蝶,0,0
51575171,李翊君,爱我，你怕了吗,爱我，你怕了吗,6,1
54734,李翊君,红雨,红雨,6,1
2809205,李翊君,痛,痛,7,1
2809208,李翊君,沙漠寂寞,沙漠寂寞,6,1
213779886,李翊君,永远永远,永远永远,15,1
89427629,王艳薇,离开我的依赖,离开我的依赖,4,1
488007180,王艳薇,离开我的依赖 (DJ铁柱),离开我的依赖 (DJ铁柱),0,0
531517512,王艳薇,离开我的依赖 (Live),离开我的依赖,4,1
488223194,王艳薇,离开我的依赖 (DJ豪大大),离开我的依赖 (DJ豪大大),0,0
488457984,王艳薇,离开我的依赖 (架子鼓),离开我的依赖 (架子鼓),0,0
488467104,王艳薇,离开我的依赖 (氛围版),离开我的依赖 (氛围版),0,0
51918076,王艳薇,天使亲吻过的声音,天使亲吻过的声音,3,1
319389799,王艳薇,我们 (feat. 李杰明),我们 (feat. 李杰明),0,0
474171472,王艳薇,离开我的依赖 (DJ 阿树版),离开我的依赖 (DJ 阿树版),0,0
487723012,王艳薇,离开我的依赖 (DJHZ),离开我的依赖 (DJHZ),0,0
51918066,王艳薇,框不住的爱,框不住的爱,4,1
147920807,王艳薇,框不住的爱,框不住的爱,4,1
41246105,王艳薇,无色忧伤,无色忧伤,0,0
530052736,王艳薇,离开我的依赖 (2026有歌第二季现场),离开我的依赖,3,1
498927146,王艳薇,离开我的依赖 (0.8x),离开我的依赖 (0.8x),0,0
501750297,王艳薇,离开我的依赖 (悄悄做个梦给你),离开我的依赖 (悄悄做个梦给你),0,0
256151552,王艳薇,蓝色女孩,蓝色女孩,0,0
498927262,王艳薇,离开我的依赖 (0.95x),离开我的依赖 (0.95x),0,0
474171090,王艳薇,离开我的依赖 (DJ 阿罗版),离开我的依赖 (DJ 阿罗版),0,0
545831525,王艳薇,爱过的样子,爱过的样子,4,1
51918070,王艳薇,无色忧伤,无色忧伤,0,0
564786295,王艳薇,记得吗,记得吗,0,0
291465062,王艳薇,Take Me to the Edge,Take Me to the Edge,6,1
144372284,王艳薇,River,River,3,1
4100778,方大同,特别的人,特别的人,6,1
2836480,方大同,春风吹,春风吹,4,1
3199885,方大同,麦恩莉,麦恩莉,0,0
407348614,方大同,才二十三,才二十三,3,1
349233,方大同,Love Song,Love Song,14,1
222609,方大同,爱爱爱,爱爱爱,3,1
3632474,方大同,红豆,红豆,1,1
16176660,方大同,三人游,三人游,3,1
216646668,方大同,清楚点,清楚点,26,1
4100780,方大同,天气先生,天气先生,0,0
349238,方大同,够不够,够不够,4,1
3199884,方大同,关于爱的定义,关于爱的定义,1,1
546529,方大同,为你写的歌,为你写的歌,3,1
41223290,方大同,红豆,红豆,1,1
547110,方大同,Nothing's Gonna Change My Love For You,Nothing's Gonna Change My Love For You,8,1
28508327,方大同,听,听,14,1
457111,方大同,每个人都会,每个人都会,0,0
1652140,方大同,因为你,因为你,0,0
382807,方大同,复刻回忆,复刻回忆,2,1
222615,方大同,苏丽珍,苏丽珍,2,1
349236,方大同,爱在,爱在,21,1
3632456,方大同,春风吹,春风吹,4,1
457115,方大同,小小虫,小小虫,3,1
3632470,方大同,三人游,三人游,3,1
358387161,方大同,特别的人 (Live),特别的人,6,1
66517137,叶蒨文,潇洒走一回,潇洒走一回,5,1
6206895,叶蒨文,曾经心痛,曾经心痛,5,1
1035041,叶蒨文,潇洒走一回,潇洒走一回,4,1
56059534,叶蒨文,春风秋雨,春风秋雨,0,0
16361913,叶蒨文,潇洒走一回,潇洒走一回,5,1
16932154,叶蒨文,祝福,祝福,6,1
84955,叶蒨文,爱的可能,爱的可能,3,1
16176670,叶蒨文,情人知己,情人知己,0,0
269819,叶蒨文,秋去秋来,秋去秋来,0,0
218006855,叶蒨文,海阔天空 (Live),海阔天空,0,0
324349,叶蒨文,真心真意过一生,真心真意过一生,3,1
842455,叶蒨文,选择,选择,14,1
152955504,叶蒨文,明天会更好 (1997香港回归晚会),明天会更好 (1997香港回归晚会),0,0
14555937,叶蒨文,瀟灑走一回,瀟灑走一回,0,0
51421726,叶蒨文,选择,选择,14,1
282931,叶蒨文,曾经心痛,曾经心痛,5,1
225425567,叶蒨文,东方之珠 (Live),东方之珠,4,1
22805041,叶蒨文,曾经心庝 (Live),曾经心庝,0,0
222176154,叶蒨文,敢爱敢做 (Live),敢爱敢做,0,0
51522644,叶蒨文,伤逝 (国语版),伤逝 (国语版),0,0
171748,叶蒨文,敢爱敢做 (Live),敢爱敢做,0,0
7248458,叶蒨文,曾经心痛,曾经心痛,5,1
87533,叶蒨文,潇洒走一回,潇洒走一回,5,1
6857876,叶蒨文,情人知己,情人知己,0,0
3033617,叶蒨文,珍重,珍重,0,0
472152,潘玮柏,不得不爱,不得不爱,6,1
133520,潘玮柏,我想更懂你,我想更懂你,10,1
501687,潘玮柏,双人舞,双人舞,6,1
295904,潘玮柏,不得不爱,不得不爱,6,1
501686,潘玮柏,亲爱的,亲爱的,2,1
150730,潘玮柏,爱上未来的你,爱上未来的你,6,1
540360,潘玮柏,快乐崇拜,快乐崇拜,6,1
133516,潘玮柏,反转地球,反转地球,8,1
150726,潘玮柏,我的麦克风,我的麦克风,8,1
84242,潘玮柏,壁虎漫步,壁虎漫步,5,1
588551,潘玮柏,听妈妈的话 (Live),听妈妈的话,5,1
22811674,潘玮柏,Tell Me,Tell Me,8,1
395381,潘玮柏,快乐崇拜,快乐崇拜,6,1
55299462,潘玮柏,攀登 (Live),攀登,0,0
150729,潘玮柏,我们都会错,我们都会错,3,1
289944419,潘玮柏,有没有一首歌会让你想起我 (Live),有没有一首歌会让你想起我,0,0
190346826,潘玮柏,快乐崇拜,快乐崇拜,6,1
190293712,潘玮柏,Tell Me,Tell Me,8,1
347667,潘玮柏,快乐崇拜,快乐崇拜,6,1
5059859,潘玮柏,路太弯,路太弯,6,1
7037143,潘玮柏,重返十七岁,重返十七岁,3,1
2216601,潘玮柏,U U U,U U U,12,1
190307263,潘玮柏,不得不爱,不得不爱,6,1
3831661,Justin Bieber,Beauty And A Beat,Beauty And A Beat,3,1
184556963,Justin Bieber,STAY (Explicit),STAY (Explicit),0,0
797784,Justin Bieber,Baby,Baby,56,1
39749787,Justin Bieber,Baby,Baby,56,1
1228618,Justin Bieber,As Long As You Love Me,As Long As You Love Me,21,1
28520103,Justin Bieber,Baby (Album Version),Baby (Album Version),0,0
184600062,Justin Bieber,STAY (Clean),STAY (Clean),0,0
170904560,Justin Bieber,Peaches (Explicit),Peaches (Explicit),0,0
89634359,Justin Bieber,Come Around Me,Come Around Me,11,1
613628846,Justin Bieber,ALL I CAN TAKE,ALL I CAN TAKE,16,1
619725,Justin Bieber,Love Me,Love Me,24,1
38617422,Justin Bieber,Despacito (Remix),Despacito,10,1
666970,Justin Bieber,Baby,Baby,56,1
257754984,Justin Bieber,Baby,Baby,55,1
